"species","kingdom","phylum","class"
"Ischnura posita","Animalia","Arthropoda","Insecta"
"Junonia coenia","Animalia","Arthropoda","Insecta"
"Sphex ichneumoneus","Animalia","Arthropoda","Insecta"
"Acronicta innotata","Animalia","Arthropoda","Insecta"
"Herpetogramma aeglealis","Animalia","Arthropoda","Insecta"
"Dysstroma hersiliata","Animalia","Arthropoda","Insecta"
"Mythimna unipuncta","Animalia","Arthropoda","Insecta"
"Iridopsis larvaria","Animalia","Arthropoda","Insecta"
"Banksiola dossuaria","Animalia","Arthropoda","Insecta"
"Chrysanympha formosa","Animalia","Arthropoda","Insecta"
"Habrosyne scripta","Animalia","Arthropoda","Insecta"
"Eueretagrotis attentus","Animalia","Arthropoda","Insecta"
"Hypagyrtis piniata","Animalia","Arthropoda","Insecta"
"Balsa labecula","Animalia","Arthropoda","Insecta"
"Gammarus oceanicus","Animalia","Arthropoda","Malacostraca"
"Lepidonotus squamatus","Animalia","Annelida","Polychaeta"
"Prunus serotina","Plantae","Tracheophyta","Magnoliopsida"
"Silene vulgaris","Plantae","Tracheophyta","Magnoliopsida"
"Macaria bisignata","Animalia","Arthropoda","Insecta"
"Digrammia continuata","Animalia","Arthropoda","Insecta"
"Eufidonia discospilata","Animalia","Arthropoda","Insecta"
"Cicindela tranquebarica","Animalia","Arthropoda","Insecta"
"Euophrys monadnock","Animalia","Arthropoda","Arachnida"
"Macrodactylus subspinosus","Animalia","Arthropoda","Insecta"
"Philoscia muscorum","Animalia","Arthropoda","Malacostraca"
"Mastor vialis","Animalia","Arthropoda","Insecta"
"Platismatia glauca","Fungi","Ascomycota","Lecanoromycetes"
"Tachycineta bicolor","Animalia","Chordata","Aves"
"Hydrelia inornata","Animalia","Arthropoda","Insecta"
"Butorides virescens","Animalia","Chordata","Aves"
"Icterus galbula","Animalia","Chordata","Aves"
"Bombycilla garrulus","Animalia","Chordata","Aves"
"Acleris curvalana","Animalia","Arthropoda","Insecta"
"Hypericum ellipticum","Plantae","Tracheophyta","Magnoliopsida"
"Polygala sanguinea","Plantae","Tracheophyta","Magnoliopsida"
"Carex communis","Plantae","Tracheophyta","Liliopsida"
"Phlogophora periculosa","Animalia","Arthropoda","Insecta"
"Rhizocarpon disporum","Fungi","Ascomycota","Lecanoromycetes"
"Hellinsia homodactylus","Animalia","Arthropoda","Insecta"
"Haemorhous mexicanus","Animalia","Chordata","Aves"
"Armillaria mellea","Fungi","Basidiomycota","Agaricomycetes"
"Symphyotrichum lanceolatum","Plantae","Tracheophyta","Magnoliopsida"
"Pristigenys alta","Animalia","Chordata","Actinopterygii"
"Calidris pusilla","Animalia","Chordata","Aves"
"Canis latrans","Animalia","Chordata","Mammalia"
"Euschistus tristigmus","Animalia","Arthropoda","Insecta"
"Contopus cooperi","Animalia","Chordata","Aves"
"Accipiter striatus","Animalia","Chordata","Aves"
"Eremnophila aureonotata","Animalia","Arthropoda","Insecta"
"Eriophorum tenellum","Plantae","Tracheophyta","Liliopsida"
"Venusia cambrica","Animalia","Arthropoda","Insecta"
"Celastrina lucia","Animalia","Arthropoda","Insecta"
"Erynnis juvenalis","Animalia","Arthropoda","Insecta"
"Caenurgina crassiuscula","Animalia","Arthropoda","Insecta"
"Swammerdamia caesiella","Animalia","Arthropoda","Insecta"
"Punctelia rudecta","Fungi","Ascomycota","Lecanoromycetes"
"Colaptes auratus","Animalia","Chordata","Aves"
"Goodyera pubescens","Plantae","Tracheophyta","Liliopsida"
"Setophaga tigrina","Animalia","Chordata","Aves"
"Eulithis propulsata","Animalia","Arthropoda","Insecta"
"Euchlaena madusaria","Animalia","Arthropoda","Insecta"
"Idia rotundalis","Animalia","Arthropoda","Insecta"
"Apotomis funerea","Animalia","Arthropoda","Insecta"
"Archips cerasivorana","Animalia","Arthropoda","Insecta"
"Acleris albicomana","Animalia","Arthropoda","Insecta"
"Amydria effrentella","Animalia","Arthropoda","Insecta"
"Rhyacionia buoliana","Animalia","Arthropoda","Insecta"
"Argyresthia calliphanes","Animalia","Arthropoda","Insecta"
"Lacinipolia renigera","Animalia","Arthropoda","Insecta"
"Oreta rosea","Animalia","Arthropoda","Insecta"
"Apharetra dentata","Animalia","Arthropoda","Insecta"
"Acronicta noctivaga","Animalia","Arthropoda","Insecta"
"Elophila gyralis","Animalia","Arthropoda","Insecta"
"Apamea verbascoides","Animalia","Arthropoda","Insecta"
"Diachrysia aereoides","Animalia","Arthropoda","Insecta"
"Falcaria bilineata","Animalia","Arthropoda","Insecta"
"Harrisimemna trisignata","Animalia","Arthropoda","Insecta"
"Eulogia ochrifrontella","Animalia","Arthropoda","Insecta"
"Acronicta tritona","Animalia","Arthropoda","Insecta"
"Syngrapha epigaea","Animalia","Arthropoda","Insecta"
"Synchlora aerata","Animalia","Arthropoda","Insecta"
"Speranza pustularia","Animalia","Arthropoda","Insecta"
"Schizura ipomaeae","Animalia","Arthropoda","Insecta"
"Archips packardiana","Animalia","Arthropoda","Insecta"
"Nematocampa resistaria","Animalia","Arthropoda","Insecta"
"Perizoma alchemillata","Animalia","Arthropoda","Insecta"
"Notodonta scitipennis","Animalia","Arthropoda","Insecta"
"Polia imbrifera","Animalia","Arthropoda","Insecta"
"Moodna pallidostrinella","Animalia","Arthropoda","Insecta"
"Bleptina caradrinalis","Animalia","Arthropoda","Insecta"
"Pseudothyatira cymatophoroides","Animalia","Arthropoda","Insecta"
"Cosmia calami","Animalia","Arthropoda","Insecta"
"Costaconvexa centrostrigaria","Animalia","Arthropoda","Insecta"
"Ypsolopha dentella","Animalia","Arthropoda","Insecta"
"Dichomeris ochripalpella","Animalia","Arthropoda","Insecta"
"Schizura badia","Animalia","Arthropoda","Insecta"
"Haploolophus mollissima","Animalia","Arthropoda","Insecta"
"Nascia acutellus","Animalia","Arthropoda","Insecta"
"Metalectra discalis","Animalia","Arthropoda","Insecta"
"Notodonta torva","Animalia","Arthropoda","Insecta"
"Zelleria haimbachi","Animalia","Arthropoda","Insecta"
"Acronicta vulpina","Animalia","Arthropoda","Insecta"
"Heptagrotis phyllophora","Animalia","Arthropoda","Insecta"
"Agrotis ipsilon","Animalia","Arthropoda","Insecta"
"Herminia theralis","Animalia","Arthropoda","Insecta"
"Polia nimbosa","Animalia","Arthropoda","Insecta"
"Elaphria versicolor","Animalia","Arthropoda","Insecta"
"Hydrelia condensata","Animalia","Arthropoda","Insecta"
"Pangrapta decoralis","Animalia","Arthropoda","Insecta"
"Lithacodes fasciola","Animalia","Arthropoda","Insecta"
"Phlogophora iris","Animalia","Arthropoda","Insecta"
"Grammia virgo","Animalia","Arthropoda","Insecta"
"Redectis vitrea","Animalia","Arthropoda","Insecta"
"Orthodes majuscula","Animalia","Arthropoda","Insecta"
"Acronicta modica","Animalia","Arthropoda","Insecta"
"Renia flavipunctalis","Animalia","Arthropoda","Insecta"
"Elaphria alapallida","Animalia","Arthropoda","Insecta"
"Apamea amputatrix","Animalia","Arthropoda","Insecta"
"Acronicta fragilis","Animalia","Arthropoda","Insecta"
"Biston betularia","Animalia","Arthropoda","Insecta"
"Dolba hyloeus","Animalia","Arthropoda","Insecta"
"Xestia dolosa","Animalia","Arthropoda","Insecta"
"Limnaecia phragmitella","Animalia","Arthropoda","Insecta"
"Hypsopygia olinalis","Animalia","Arthropoda","Insecta"
"Ochropleura implecta","Animalia","Arthropoda","Insecta"
"Atteva aurea","Animalia","Arthropoda","Insecta"
"Bibarrambla allenella","Animalia","Arthropoda","Insecta"
"Idia americalis","Animalia","Arthropoda","Insecta"
"Xanthorhoe abrasaria","Animalia","Arthropoda","Insecta"
"Tortricidia testacea","Animalia","Arthropoda","Insecta"
"Elophila icciusalis","Animalia","Arthropoda","Insecta"
"Macaria notata","Animalia","Arthropoda","Insecta"
"Raphia frater","Animalia","Arthropoda","Insecta"
"Oneida lunulalis","Animalia","Arthropoda","Insecta"
"Pococera asperatella","Animalia","Arthropoda","Insecta"
"Acrobasis indigenella","Animalia","Arthropoda","Insecta"
"Anisota virginiensis","Animalia","Arthropoda","Insecta"
"Ianassa lignicolor","Animalia","Arthropoda","Insecta"
"Lophodonta ferruginea","Animalia","Arthropoda","Insecta"
"Desmia maculalis","Animalia","Arthropoda","Insecta"
"Spiramater lutra","Animalia","Arthropoda","Insecta"
"Gymnandrosoma punctidiscanum","Animalia","Arthropoda","Insecta"
"Priocycla armataria","Animalia","Arthropoda","Insecta"
"Libellula semifasciata","Animalia","Arthropoda","Insecta"
"Mormonia antinympha","Animalia","Arthropoda","Insecta"
"Microcrambus elegans","Animalia","Arthropoda","Insecta"
"Banasa dimidiata","Animalia","Arthropoda","Insecta"
"Hypoprepia fucosa","Animalia","Arthropoda","Insecta"
"Trichodezia albovittata","Animalia","Arthropoda","Insecta"
"Erigeron annuus","Plantae","Tracheophyta","Magnoliopsida"
"Calopteryx aequabilis","Animalia","Arthropoda","Insecta"
"Mastor hegon","Animalia","Arthropoda","Insecta"
"Ulota hutchinsiae","Plantae","Bryophyta","Bryopsida"
"Cicuta maculata","Plantae","Tracheophyta","Magnoliopsida"
"Enallagma minusculum","Animalia","Arthropoda","Insecta"
"Podiceps grisegena","Animalia","Chordata","Aves"
"Parthenocissus quinquefolia","Plantae","Tracheophyta","Magnoliopsida"
"Borodinia laevigata","Plantae","Tracheophyta","Magnoliopsida"
"Pantala flavescens","Animalia","Arthropoda","Insecta"
"Chroicocephalus philadelphia","Animalia","Chordata","Aves"
"Hesperia comma","Animalia","Arthropoda","Insecta"
"Molothrus ater","Animalia","Chordata","Aves"
"Spinus pinus","Animalia","Chordata","Aves"
"Passerculus sandwichensis","Animalia","Chordata","Aves"
"Hirundo rustica","Animalia","Chordata","Aves"
"Hylocichla mustelina","Animalia","Chordata","Aves"
"Podiceps auritus","Animalia","Chordata","Aves"
"Leiothlypis peregrina","Animalia","Chordata","Aves"
"Pluvialis squatarola","Animalia","Chordata","Aves"
"Oxyura jamaicensis","Animalia","Chordata","Aves"
"Buteo lagopus","Animalia","Chordata","Aves"
"Aythya collaris","Animalia","Chordata","Aves"
"Anas discors","Animalia","Chordata","Aves"
"Bucephala clangula","Animalia","Chordata","Aves"
"Melanitta perspicillata","Animalia","Chordata","Aves"
"Egretta thula","Animalia","Chordata","Aves"
"Oceanites oceanicus","Animalia","Chordata","Aves"
"Passerina cyanea","Animalia","Chordata","Aves"
"Falco sparverius","Animalia","Chordata","Aves"
"Anas crecca","Animalia","Chordata","Aves"
"Larus fuscus","Animalia","Chordata","Aves"
"Charadrius vociferus","Animalia","Chordata","Aves"
"Catharus fuscescens","Animalia","Chordata","Aves"
"Geothlypis philadelphia","Animalia","Chordata","Aves"
"Chaetura pelagica","Animalia","Chordata","Aves"
"Phalaropus lobatus","Animalia","Chordata","Aves"
"Stercorarius pomarinus","Animalia","Chordata","Aves"
"Sturnus vulgaris","Animalia","Chordata","Aves"
"Cardellina pusilla","Animalia","Chordata","Aves"
"Numenius phaeopus","Animalia","Chordata","Aves"
"Riparia riparia","Animalia","Chordata","Aves"
"Buteo jamaicensis","Animalia","Chordata","Aves"
"Hesperiphona vespertina","Animalia","Chordata","Aves"
"Picoides arcticus","Animalia","Chordata","Aves"
"Empidonax flaviventris","Animalia","Chordata","Aves"
"Dolichonyx oryzivorus","Animalia","Chordata","Aves"
"Polioptila caerulea","Animalia","Chordata","Aves"
"Empidonax minimus","Animalia","Chordata","Aves"
"Podilymbus podiceps","Animalia","Chordata","Aves"
"Rallus limicola","Animalia","Chordata","Aves"
"Pinicola enucleator","Animalia","Chordata","Aves"
"Oceanodroma leucorhoa","Animalia","Chordata","Aves"
"Setophaga castanea","Animalia","Chordata","Aves"
"Anas americana","Animalia","Chordata","Aves"
"Melanerpes carolinus","Animalia","Chordata","Aves"
"Anas acuta","Animalia","Chordata","Aves"
"Uria aalge","Animalia","Chordata","Aves"
"Zonotrichia leucophrys","Animalia","Chordata","Aves"
"Eremophila alpestris","Animalia","Chordata","Aves"
"Coccyzus americanus","Animalia","Chordata","Aves"
"Poecile hudsonicus","Animalia","Chordata","Aves"
"Petrochelidon pyrrhonota","Animalia","Chordata","Aves"
"Larus glaucoides","Animalia","Chordata","Aves"
"Coragyps atratus","Animalia","Chordata","Aves"
"Accipiter gentilis","Animalia","Chordata","Aves"
"Tringa flavipes","Animalia","Chordata","Aves"
"Empidonax traillii","Animalia","Chordata","Aves"
"Acanthis flammea","Animalia","Chordata","Aves"
"Spizelloides arborea","Animalia","Chordata","Aves"
"Sialia sialis","Animalia","Chordata","Aves"
"Melospiza lincolnii","Animalia","Chordata","Aves"
"Gallinago delicata","Animalia","Chordata","Aves"
"Gavia pacifica","Animalia","Chordata","Aves"
"Bubo virginianus","Animalia","Chordata","Aves"
"Perisoreus canadensis","Animalia","Chordata","Aves"
"Calidris fuscicollis","Animalia","Chordata","Aves"
"Mimus polyglottos","Animalia","Chordata","Aves"
"Vireo gilvus","Animalia","Chordata","Aves"
"Spizella pusilla","Animalia","Chordata","Aves"
"Egretta caerulea","Animalia","Chordata","Aves"
"Anas strepera","Animalia","Chordata","Aves"
"Vireo philadelphicus","Animalia","Chordata","Aves"
"Aegolius acadicus","Animalia","Chordata","Aves"
"Limnodromus scolopaceus","Animalia","Chordata","Aves"
"Thryothorus ludovicianus","Animalia","Chordata","Aves"
"Passerella iliaca","Animalia","Chordata","Aves"
"Nycticorax nycticorax","Animalia","Chordata","Aves"
"Ammospiza nelsoni","Animalia","Chordata","Aves"
"Dendrocygna autumnalis","Animalia","Chordata","Aves"
"Aythya marila","Animalia","Chordata","Aves"
"Vireo griseus","Animalia","Chordata","Aves"
"Troglodytes aedon","Animalia","Chordata","Aves"
"Calidris melanotos","Animalia","Chordata","Aves"
"Leiothlypis celata","Animalia","Chordata","Aves"
"Helmitheros vermivorum","Animalia","Chordata","Aves"
"Bucephala islandica","Animalia","Chordata","Aves"
"Arenaria interpres","Animalia","Chordata","Aves"
"Stelgidopteryx serripennis","Animalia","Chordata","Aves"
"Chroicocephalus ridibundus","Animalia","Chordata","Aves"
"Somateria spectabilis","Animalia","Chordata","Aves"
"Stercorarius parasiticus","Animalia","Chordata","Aves"
"Setophaga citrina","Animalia","Chordata","Aves"
"Cistothorus palustris","Animalia","Chordata","Aves"
"Setophaga discolor","Animalia","Chordata","Aves"
"Catharus minimus","Animalia","Chordata","Aves"
"Alle alle","Animalia","Chordata","Aves"
"Porzana carolina","Animalia","Chordata","Aves"
"Anas clypeata","Animalia","Chordata","Aves"
"Sturnella magna","Animalia","Chordata","Aves"
"Branta bernicla","Animalia","Chordata","Aves"
"Sterna paradisaea","Animalia","Chordata","Aves"
"Antrostomus vociferus","Animalia","Chordata","Aves"
"Limnodromus griseus","Animalia","Chordata","Aves"
"Thalasseus maximus","Animalia","Chordata","Aves"
"Passerina caerulea","Animalia","Chordata","Aves"
"Puffinus gravis","Animalia","Chordata","Aves"
"Pooecetes gramineus","Animalia","Chordata","Aves"
"Tringa semipalmata","Animalia","Chordata","Aves"
"Picoides dorsalis","Animalia","Chordata","Aves"
"Icteria virens","Animalia","Chordata","Aves"
"Icterus spurius","Animalia","Chordata","Aves"
"Plegadis falcinellus","Animalia","Chordata","Aves"
"Spiza americana","Animalia","Chordata","Aves"
"Calidris bairdii","Animalia","Chordata","Aves"
"Puffinus griseus","Animalia","Chordata","Aves"
"Calidris alpina","Animalia","Chordata","Aves"
"Fulmarus glacialis","Animalia","Chordata","Aves"
"Setophaga dominica","Animalia","Chordata","Aves"
"Parkesia motacilla","Animalia","Chordata","Aves"
"Pluvialis dominica","Animalia","Chordata","Aves"
"Calcarius lapponicus","Animalia","Chordata","Aves"
"Gallinula chloropus","Animalia","Chordata","Aves"
"Calonectris diomedea","Animalia","Chordata","Aves"
"Rynchops niger","Animalia","Chordata","Aves"
"Chondestes grammacus","Animalia","Chordata","Aves"
"Limosa fedoa","Animalia","Chordata","Aves"
"Spizella pallida","Animalia","Chordata","Aves"
"Phalaropus fulicarius","Animalia","Chordata","Aves"
"Chlidonias niger","Animalia","Chordata","Aves"
"Piranga rubra","Animalia","Chordata","Aves"
"Fulica americana","Animalia","Chordata","Aves"
"Progne subis","Animalia","Chordata","Aves"
"Vireo flavifrons","Animalia","Chordata","Aves"
"Aythya affinis","Animalia","Chordata","Aves"
"Calidris canutus","Animalia","Chordata","Aves"
"Asio flammeus","Animalia","Chordata","Aves"
"Corvus ossifragus","Animalia","Chordata","Aves"
"Grus canadensis","Animalia","Chordata","Aves"
"Anas penelope","Animalia","Chordata","Aves"
"Stercorarius skua","Animalia","Chordata","Aves"
"Limosa haemastica","Animalia","Chordata","Aves"
"Setophaga cerulea","Animalia","Chordata","Aves"
"Calamospiza melanocorys","Animalia","Chordata","Aves"
"Aquila chrysaetos","Animalia","Chordata","Aves"
"Bartramia longicauda","Animalia","Chordata","Aves"
"Melanerpes erythrocephalus","Animalia","Chordata","Aves"
"Protonotaria citrea","Animalia","Chordata","Aves"
"Puffinus puffinus","Animalia","Chordata","Aves"
"Chen caerulescens","Animalia","Chordata","Aves"
"Oenanthe oenanthe","Animalia","Chordata","Aves"
"Limnothlypis swainsonii","Animalia","Chordata","Aves"
"Cistothorus platensis","Animalia","Chordata","Aves"
"Porphyrio martinica","Animalia","Chordata","Aves"
"Aythya americana","Animalia","Chordata","Aves"
"Tyrannus verticalis","Animalia","Chordata","Aves"
"Bubulcus ibis","Animalia","Chordata","Aves"
"Vermivora chrysoptera","Animalia","Chordata","Aves"
"Tyrannus forficatus","Animalia","Chordata","Aves"
"Wesmaelius nervosus","Animalia","Arthropoda","Insecta"
"Harpalus ","Animalia","Arthropoda","Insecta"
"Gastrellarius honestus","Animalia","Arthropoda","Insecta"
"Pterostichus adoxus","Animalia","Arthropoda","Insecta"
"Pterostichus melanarius","Animalia","Arthropoda","Insecta"
"Carabus nemoralis","Animalia","Arthropoda","Insecta"
" ","Animalia","Arthropoda","Insecta"
" ","Animalia","Arthropoda","Arachnida"
" ","Animalia","Arthropoda","Diplopoda"
"Leptothorax ","Animalia","Arthropoda","Insecta"
"Myrmica schencki","Animalia","Arthropoda","Insecta"
"Formica fusca","Animalia","Arthropoda","Insecta"
"Formica aserva","Animalia","Arthropoda","Insecta"
"Crematogaster lineolata","Animalia","Arthropoda","Insecta"
"Lasius subumbratus","Animalia","Arthropoda","Insecta"
"Lasius alienus","Animalia","Arthropoda","Insecta"
"Lasius pallitarsis","Animalia","Arthropoda","Insecta"
"Myrmica rubra","Animalia","Arthropoda","Insecta"
"Lasius americanus","Animalia","Arthropoda","Insecta"
"Formica integra","Animalia","Arthropoda","Insecta"
"Catocala badia","Animalia","Arthropoda","Insecta"
"Melangyna ","Animalia","Arthropoda","Insecta"
"Blera badia","Animalia","Arthropoda","Insecta"
"Criorhina nigripes","Animalia","Arthropoda","Insecta"
"Sphaerophoria abbreviata","Animalia","Arthropoda","Insecta"
"Sphaerophoria brevipilosa","Animalia","Arthropoda","Insecta"
"Temnostoma alternans","Animalia","Arthropoda","Insecta"
"Temnostoma vespiforme","Animalia","Arthropoda","Insecta"
"Cheilosia tristis","Animalia","Arthropoda","Insecta"
"Sphaerophoria ","Animalia","Arthropoda","Insecta"
"Xylota annulifera","Animalia","Arthropoda","Insecta"
"Chrysotoxum chinook","Animalia","Arthropoda","Insecta"
"Pterallastes thoracicus","Animalia","Arthropoda","Insecta"
"Melanostoma ","Animalia","Arthropoda","Insecta"
"Parasyrphus relictus","Animalia","Arthropoda","Insecta"
"Xanthogramma flavipes","Animalia","Arthropoda","Insecta"
"Pyrophaena rosarum","Animalia","Arthropoda","Insecta"
"Xylota hinei","Animalia","Arthropoda","Insecta"
"Xylota quadrimaculata","Animalia","Arthropoda","Insecta"
"Sphaerophoria asymmetrica","Animalia","Arthropoda","Insecta"
"Sphaerophoria novaeangliae","Animalia","Arthropoda","Insecta"
"Heringia ","Animalia","Arthropoda","Insecta"
"Bakerella cinerea","Animalia","Arthropoda","Insecta"
"Megamelus distinctus","Animalia","Arthropoda","Insecta"
"Nothodelphax albocarinata","Animalia","Arthropoda","Insecta"
"Philaenus leucophthalmus","Animalia","Arthropoda","Insecta"
"Campylenchia latipes","Animalia","Arthropoda","Insecta"
"Prepops rubrovittatus","Animalia","Arthropoda","Insecta"
"Oncopsis variabilis","Animalia","Arthropoda","Insecta"
"Neophilaenus lineatus","Animalia","Arthropoda","Insecta"
"Stenamma diecki","Animalia","Arthropoda","Insecta"
"Myrmica lobifrons","Animalia","Arthropoda","Insecta"
"Myrmica fracticornis","Animalia","Arthropoda","Insecta"
"Formica neogagates","Animalia","Arthropoda","Insecta"
"Formica lasioides","Animalia","Arthropoda","Insecta"
"Formica glacialis","Animalia","Arthropoda","Insecta"
"Dolichoderus pustulatus","Animalia","Arthropoda","Insecta"
"Lasioglossum acuminatum","Animalia","Arthropoda","Insecta"
"Lasioglossum oblongum","Animalia","Arthropoda","Insecta"
"Osmia simillima","Animalia","Arthropoda","Insecta"
"Pherbecta limenitis","Animalia","Arthropoda","Insecta"
"Metanema inatomaria","Animalia","Arthropoda","Insecta"
"Anomogyna elimata","Animalia","Arthropoda","Insecta"
"Apamea alia","Animalia","Arthropoda","Insecta"
"Dineutus ","Animalia","Arthropoda","Insecta"
"Carcinus maenas","","",""
"Agelenopsis ","Animalia","Arthropoda","Arachnida"
"Schinia florida","Animalia","Arthropoda","Insecta"
"Eristalis dimidiata","Animalia","Arthropoda","Insecta"
"Callirhytis furva","Animalia","Arthropoda","Insecta"
"Cupido comyntas","Animalia","Arthropoda","Insecta"
"Anurida maritima","Animalia","Arthropoda","Entognatha"
"Ellychnia corrusca","Animalia","Arthropoda","Insecta"
"Ladona exusta","Animalia","Arthropoda","Insecta"
"Apantesis virgo","Animalia","Arthropoda","Insecta"
"Leuconycta lepidula","Animalia","Arthropoda","Insecta"
"Macaria pustularia","Animalia","Arthropoda","Insecta"
"Korscheltellus gracilis","Animalia","Arthropoda","Insecta"
"Maladera castanea","Animalia","Arthropoda","Insecta"
"Zanclognatha jacchusalis","Animalia","Arthropoda","Insecta"
"Catocala antinympha","Animalia","Arthropoda","Insecta"
"Lygaeus kalmii","Animalia","Arthropoda","Insecta"
"Bombus fernaldae","Animalia","Arthropoda","Insecta"
"Argyresthia goedartella","Animalia","Arthropoda","Insecta"
"Protoboarmia porcelaria","Animalia","Arthropoda","Insecta"
"Cepphis armataria","Animalia","Arthropoda","Insecta"
"Peridea ferruginea","Animalia","Arthropoda","Insecta"
"Schizura unicornis","Animalia","Arthropoda","Insecta"
"Oligocentria lignicolor","Animalia","Arthropoda","Insecta"
"Zanclognatha theralis","Animalia","Arthropoda","Insecta"
"Lycophotia phyllophora","Animalia","Arthropoda","Insecta"
"Drepana bilineata","Animalia","Arthropoda","Insecta"
"Idia concisa","Animalia","Arthropoda","Insecta"
"Callopistria mollissima","Animalia","Arthropoda","Insecta"
"Sympistis dentata","Animalia","Arthropoda","Insecta"
"Bolitotherus cornutus","Animalia","Arthropoda","Insecta"
"Phyciodes cocyta","Animalia","Arthropoda","Insecta"
"Notonecta ","Animalia","Arthropoda","Insecta"
"Amblyscirtes hegon","Animalia","Arthropoda","Insecta"
"Ladona julia","Animalia","Arthropoda","Insecta"
"Coenonympha tullia","Animalia","Arthropoda","Insecta"
"Macaria brunneata","Animalia","Arthropoda","Insecta"
"Eristalis transversa","Animalia","Arthropoda","Insecta"
"Prenolepis imparis","Animalia","Arthropoda","Insecta"
"Anatrytone logan","Animalia","Arthropoda","Insecta"
"Amblyscirtes vialis","Animalia","Arthropoda","Insecta"
"Carterocephalus palaemon","Animalia","Arthropoda","Insecta"
"Enallagma ","Animalia","Arthropoda","Insecta"
"Megisto cymela","Animalia","Arthropoda","Insecta"
"Apantesis figurata","Animalia","Arthropoda","Insecta"
"Melandrya labiata","Animalia","Arthropoda","Insecta"
"Coleophora serratella","Animalia","Arthropoda","Insecta"
"Brachyleptura brevis","Animalia","Arthropoda","Insecta"
"Melissodes druriella","Animalia","Arthropoda","Insecta"
"Peponapis pruinosa","Animalia","Arthropoda","Insecta"
"Lasioglossum cressonii","Animalia","Arthropoda","Insecta"
"Lasioglossum lineatulum","Animalia","Arthropoda","Insecta"
"Andrena carlini","Animalia","Arthropoda","Insecta"
"Andrena forbesii","Animalia","Arthropoda","Insecta"
"Bombus vagans","Animalia","Arthropoda","Insecta"
"Lasioglossum versatum","Animalia","Arthropoda","Insecta"
"Lasioglossum leucozonium","Animalia","Arthropoda","Insecta"
" ","","",""
"Melissodes illata","Animalia","Arthropoda","Insecta"
"Melissodes trinodis","Animalia","Arthropoda","Insecta"
"Halictus confusus","Animalia","Arthropoda","Insecta"
"Lasioglossum zonulum","Animalia","Arthropoda","Insecta"
"Halictus ligatus","Animalia","Arthropoda","Insecta"
"Lasioglossum quebecense","Animalia","Arthropoda","Insecta"
"Lasioglossum ","Animalia","Arthropoda","Insecta"
"Lasioglossum laevissimum","Animalia","Arthropoda","Insecta"
"Osmia virga","Animalia","Arthropoda","Insecta"
"Agapostemon virescens","Animalia","Arthropoda","Insecta"
"Ectemnius lapidarius","Animalia","Arthropoda","Insecta"
"Dolichovespula adulterina","Animalia","Arthropoda","Insecta"
"Aphilanthops frigidus","Animalia","Arthropoda","Insecta"
"Lasioglossum coriaceum","Animalia","Arthropoda","Insecta"
"Hoplitis producta","Animalia","Arthropoda","Insecta"
"Ceratina calcarata","Animalia","Arthropoda","Insecta"
"Ectemnius dives","Animalia","Arthropoda","Insecta"
"Nysson lateralis","Animalia","Arthropoda","Insecta"
"Lasioglossum versans","Animalia","Arthropoda","Insecta"
"Epeolus scutellaris","Animalia","Arthropoda","Insecta"
"Bombus sandersoni","Animalia","Arthropoda","Insecta"
"Lasioglossum pilosum","Animalia","Arthropoda","Insecta"
"Lasioglossum rufitarse","Animalia","Arthropoda","Insecta"
"Passaloecus cuspidatus","Animalia","Arthropoda","Insecta"
"Trypoxylon frigidum","Animalia","Arthropoda","Insecta"
"Ectemnius maculosus","Animalia","Arthropoda","Insecta"
"Bembix americana","Animalia","Arthropoda","Insecta"
"Colletes simulans","Animalia","Arthropoda","Insecta"
"Colletes ","Animalia","Arthropoda","Insecta"
"Hylaeus annulatus","Animalia","Arthropoda","Insecta"
"Hylaeus ","Animalia","Arthropoda","Insecta"
"Hylaeus modestus","Animalia","Arthropoda","Insecta"
"Lasioglossum cinctipes","Animalia","Arthropoda","Insecta"
"Hylaeus verticalis","Animalia","Arthropoda","Insecta"
"Passaloecus singularis","Animalia","Arthropoda","Insecta"
"Sphecodes confertus","Animalia","Arthropoda","Insecta"
"Bombus rufocinctus","Animalia","Arthropoda","Insecta"
"Ectemnius continuus","Animalia","Arthropoda","Insecta"
"Megachile gemula","Animalia","Arthropoda","Insecta"
"Osmia atriventris","Animalia","Arthropoda","Insecta"
"Dolichovespula norvegicoides","Animalia","Arthropoda","Insecta"
"Crabro latipes","Animalia","Arthropoda","Insecta"
"Passaloecus monilicornis","Animalia","Arthropoda","Insecta"
"Sphecodes ","Animalia","Arthropoda","Insecta"
"Ectemnius arcuatus","Animalia","Arthropoda","Insecta"
"Crossocerus nigritus","Animalia","Arthropoda","Insecta"
"Crossocerus barbipes","Animalia","Arthropoda","Insecta"
"Andrena ceanothi","Animalia","Arthropoda","Insecta"
"Melissodes subillata","Animalia","Arthropoda","Insecta"
"Melissodes ","Animalia","Arthropoda","Insecta"
"Andrena bisalicis","Animalia","Arthropoda","Insecta"
"Lasioglossum subviridatum","Animalia","Arthropoda","Insecta"
"Andrena cressonii","Animalia","Arthropoda","Insecta"
"Osmia collinsiae","Animalia","Arthropoda","Insecta"
"Coelioxys sodalis","Animalia","Arthropoda","Insecta"
"Osmia inspergens","Animalia","Arthropoda","Insecta"
"Andrena miserabilis","Animalia","Arthropoda","Insecta"
